apc 00;apc 10;apc 11;kras 00;kras 10;kras 11;p53 00;p53 10;p53 11
0.4832;0.5168;0;0.0664;0.9336;0;0.5288;0.4712;0
0.4844;0.5156;0;0.0636;0.9364;0;0.5276;0.4724;0
0.4824;0.5176;0;0.062;0.938;0;0.5256;0.4744;0
0.4776;0.5224;0;0.0628;0.9372;0;0.5296;0.4704;0
0.4692;0.5308;0;0.0628;0.9372;0;0.5376;0.4624;0
0.4704;0.5296;0;0.064;0.936;0;0.538;0.462;0
0.466;0.534;0;0.0628;0.9372;0;0.536;0.464;0
0.4656;0.5344;0;0.062;0.938;0;0.5284;0.4716;0
0.4704;0.5296;0;0.0604;0.9396;0;0.5212;0.4788;0
0.474;0.526;0;0.06;0.94;0;0.5176;0.4824;0
0.472;0.528;0;0.0616;0.9384;0;0.5144;0.4856;0
0.4752;0.5248;0;0.0612;0.9388;0;0.5108;0.4892;0
0.476;0.524;0;0.0592;0.9408;0;0.5116;0.4884;0
0.4768;0.5232;0;0.06;0.94;0;0.5176;0.4824;0
0.4812;0.5188;0;0.0608;0.9392;0;0.5148;0.4852;0
0.4836;0.5164;0;0.0616;0.9384;0;0.5232;0.4768;0
0.4848;0.5152;0;0.062;0.938;0;0.5252;0.4748;0
0.4848;0.5152;0;0.0616;0.9384;0;0.5268;0.4732;0
0.494;0.506;0;0.0608;0.9392;0;0.5224;0.4776;0
0.494;0.506;0;0.0612;0.9388;0;0.5232;0.4768;0
0.49;0.51;0;0.0636;0.9364;0;0.5232;0.4768;0
0.4932;0.5068;0;0.062;0.938;0;0.5224;0.4776;0
0.4868;0.5132;0;0.064;0.936;0;0.5232;0.4768;0
0.4896;0.5104;0;0.0652;0.9348;0;0.5212;0.4788;0
0.4948;0.5052;0;0.066;0.934;0;0.5208;0.4792;0
0.4972;0.5028;0;0.0636;0.9364;0;0.5208;0.4792;0
0.4996;0.5004;0;0.064;0.936;0;0.5168;0.4832;0
0.4932;0.5068;0;0.0632;0.9368;0;0.5088;0.4912;0
0.494;0.506;0;0.0632;0.9368;0;0.504;0.496;0
0.4924;0.5076;0;0.0636;0.9364;0;0.506;0.494;0
0.4916;0.5084;0;0.0628;0.9372;0;0.5028;0.4972;0
0.4928;0.5072;0;0.0636;0.9364;0;0.4972;0.5028;0
0.492;0.508;0;0.0672;0.9328;0;0.4976;0.5024;0
0.4984;0.5016;0;0.066;0.934;0;0.4924;0.5076;0
0.4992;0.5008;0;0.0644;0.9356;0;0.4856;0.5144;0
0.4968;0.5032;0;0.0656;0.9344;0;0.488;0.512;0
0.4904;0.5096;0;0.066;0.934;0;0.4868;0.5132;0
0.4948;0.5052;0;0.0636;0.9364;0;0.4924;0.5076;0
0.4916;0.5084;0;0.0648;0.9352;0;0.4968;0.5032;0
0.4812;0.5188;0;0.0628;0.9372;0;0.4912;0.5088;0
0.4784;0.5216;0;0.0636;0.9364;0;0.4892;0.5108;0
0.4752;0.5248;0;0.0636;0.9364;0;0.4884;0.5116;0
0.48;0.52;0;0.064;0.936;0;0.4896;0.5104;0
0.4768;0.5232;0;0.0652;0.9348;0;0.4932;0.5068;0
0.4816;0.5184;0;0.0656;0.9344;0;0.4972;0.5028;0
0.4764;0.5236;0;0.0628;0.9372;0;0.4948;0.5052;0
0.472;0.528;0;0.0608;0.9392;0;0.4996;0.5004;0
0.4804;0.5196;0;0.0604;0.9396;0;0.4936;0.5064;0
0.4812;0.5188;0;0.0616;0.9384;0;0.4964;0.5036;0
0.48;0.52;0;0.0608;0.9392;0;0.5004;0.4996;0
0.48;0.52;0;0.0592;0.9408;0;0.4996;0.5004;0
0.4784;0.5216;0;0.0612;0.9388;0;0.5036;0.4964;0
0.484;0.516;0;0.06;0.94;0;0.504;0.496;0
0.4868;0.5132;0;0.0624;0.9376;0;0.5052;0.4948;0
0.486;0.514;0;0.062;0.938;0;0.5028;0.4972;0
0.4856;0.5144;0;0.0608;0.9392;0;0.5028;0.4972;0
0.4856;0.5144;0;0.062;0.938;0;0.4988;0.5012;0
0.4852;0.5148;0;0.0604;0.9396;0;0.4976;0.5024;0
0.4844;0.5156;0;0.0616;0.9384;0;0.5024;0.4976;0
0.4844;0.5156;0;0.0644;0.9356;0;0.5028;0.4972;0
0.4772;0.5228;0;0.0648;0.9352;0;0.5016;0.4984;0
0.4744;0.5256;0;0.0644;0.9356;0;0.5008;0.4992;0
0.4708;0.5292;0;0.0656;0.9344;0;0.4936;0.5064;0
0.4712;0.5288;0;0.0644;0.9356;0;0.4976;0.5024;0
0.4696;0.5304;0;0.066;0.934;0;0.4952;0.5048;0
0.47;0.53;0;0.0664;0.9336;0;0.4992;0.5008;0
0.4676;0.5324;0;0.0664;0.9336;0;0.5004;0.4996;0
0.4696;0.5304;0;0.0648;0.9352;0;0.4976;0.5024;0
0.4692;0.5308;0;0.0644;0.9356;0;0.494;0.506;0
0.472;0.528;0;0.064;0.936;0;0.5008;0.4992;0
0.4704;0.5296;0;0.0668;0.9332;0;0.5036;0.4964;0
0.472;0.528;0;0.0664;0.9336;0;0.5072;0.4928;0
0.4688;0.5312;0;0.0692;0.9308;0;0.5028;0.4972;0
0.4732;0.5268;0;0.0688;0.9312;0;0.5048;0.4952;0
0.4748;0.5252;0;0.068;0.932;0;0.5096;0.4904;0
0.472;0.528;0;0.07;0.93;0;0.5072;0.4928;0
0.47;0.53;0;0.0712;0.9288;0;0.5024;0.4976;0
0.476;0.524;0;0.0708;0.9292;0;0.4968;0.5032;0
0.4764;0.5236;0;0.0716;0.9284;0;0.49;0.51;0
0.48;0.52;0;0.0716;0.9284;0;0.4908;0.5092;0
0.4836;0.5164;0;0.0724;0.9276;0;0.4892;0.5108;0
0.4864;0.5136;0;0.0716;0.9284;0;0.4952;0.5048;0
0.4856;0.5144;0;0.0688;0.9312;0;0.4968;0.5032;0
0.482;0.518;0;0.0692;0.9308;0;0.4992;0.5008;0
0.4804;0.5196;0;0.0672;0.9328;0;0.4964;0.5036;0
0.482;0.518;0;0.0668;0.9332;0;0.4964;0.5036;0
0.488;0.512;0;0.0684;0.9316;0;0.4956;0.5044;0
0.4904;0.5096;0;0.0644;0.9356;0;0.4996;0.5004;0
0.49;0.51;0;0.0612;0.9388;0;0.502;0.498;0
0.4916;0.5084;0;0.0604;0.9396;0;0.4968;0.5032;0
0.4884;0.5116;0;0.0588;0.9412;0;0.4944;0.5056;0
0.484;0.516;0;0.0556;0.9444;0;0.4936;0.5064;0
0.4796;0.5204;0;0.0548;0.9452;0;0.4916;0.5084;0
0.4768;0.5232;0;0.0548;0.9452;0;0.4868;0.5132;0
0.4696;0.5304;0;0.0548;0.9452;0;0.4916;0.5084;0
0.474;0.526;0;0.0556;0.9444;0;0.4948;0.5052;0
0.4716;0.5284;0;0.0572;0.9428;0;0.4908;0.5092;0
0.4724;0.5276;0;0.0596;0.9404;0;0.4928;0.5072;0
0.4668;0.5332;0;0.0624;0.9376;0;0.4892;0.5108;0
0.4696;0.5304;0;0.062;0.938;0;0.4932;0.5068;0
0.4756;0.5244;0;0.0644;0.9356;0;0.4928;0.5072;0
0.4816;0.5184;0;0.0648;0.9352;0;0.488;0.512;0
0.4772;0.5228;0;0.0652;0.9348;0;0.4864;0.5136;0
0.4816;0.5184;0;0.066;0.934;0;0.4856;0.5144;0
0.4872;0.5128;0;0.0668;0.9332;0;0.4884;0.5116;0
0.4832;0.5168;0;0.068;0.932;0;0.4932;0.5068;0
0.4872;0.5128;0;0.0692;0.9308;0;0.492;0.508;0
0.49;0.51;0;0.0704;0.9296;0;0.4936;0.5064;0
0.4836;0.5164;0;0.0716;0.9284;0;0.4896;0.5104;0
0.4844;0.5156;0;0.0708;0.9292;0;0.4872;0.5128;0
0.4824;0.5176;0;0.0704;0.9296;0;0.4836;0.5164;0
0.486;0.514;0;0.0668;0.9332;0;0.4824;0.5176;0
0.488;0.512;0;0.064;0.936;0;0.4904;0.5096;0
0.4852;0.5148;0;0.0644;0.9356;0;0.488;0.512;0
0.488;0.512;0;0.0648;0.9352;0;0.4964;0.5036;0
0.4832;0.5168;0;0.0648;0.9352;0;0.498;0.502;0
0.4892;0.5108;0;0.0664;0.9336;0;0.4988;0.5012;0
0.4868;0.5132;0;0.0648;0.9352;0;0.4972;0.5028;0
0.4884;0.5116;0;0.0624;0.9376;0;0.502;0.498;0
0.4932;0.5068;0;0.0604;0.9396;0;0.4964;0.5036;0
0.4972;0.5028;0;0.0624;0.9376;0;0.4972;0.5028;0
0.4968;0.5032;0;0.0632;0.9368;0;0.5016;0.4984;0
0.4996;0.5004;0;0.0628;0.9372;0;0.5004;0.4996;0
0.4964;0.5036;0;0.0632;0.9368;0;0.5036;0.4964;0
0.4924;0.5076;0;0.0652;0.9348;0;0.5;0.5;0
0.4924;0.5076;0;0.066;0.934;0;0.5064;0.4936;0
0.4912;0.5088;0;0.0664;0.9336;0;0.5032;0.4968;0
0.4912;0.5088;0;0.068;0.932;0;0.4996;0.5004;0
0.4944;0.5056;0;0.0696;0.9304;0;0.4964;0.5036;0
0.496;0.504;0;0.0708;0.9292;0;0.4936;0.5064;0
0.5036;0.4964;0;0.072;0.928;0;0.4888;0.5112;0
0.5028;0.4972;0;0.0716;0.9284;0;0.4852;0.5148;0
0.5092;0.4908;0;0.0712;0.9288;0;0.4888;0.5112;0
0.5048;0.4952;0;0.0704;0.9296;0;0.4844;0.5156;0
0.5088;0.4912;0;0.0692;0.9308;0;0.4908;0.5092;0
0.506;0.494;0;0.0656;0.9344;0;0.4876;0.5124;0
0.5108;0.4892;0;0.0628;0.9372;0;0.4872;0.5128;0
0.5076;0.4924;0;0.0616;0.9384;0;0.4792;0.5208;0
0.5052;0.4948;0;0.0612;0.9388;0;0.4748;0.5252;0
0.506;0.494;0;0.06;0.94;0;0.4808;0.5192;0
0.5128;0.4872;0;0.058;0.942;0;0.4832;0.5168;0
0.5164;0.4836;0;0.0564;0.9436;0;0.4804;0.5196;0
0.5224;0.4776;0;0.0576;0.9424;0;0.4852;0.5148;0
0.5216;0.4784;0;0.0572;0.9428;0;0.4872;0.5128;0
0.518;0.482;0;0.0564;0.9436;0;0.4912;0.5088;0
0.5184;0.4816;0;0.0568;0.9432;0;0.4968;0.5032;0
0.5212;0.4788;0;0.0596;0.9404;0;0.5008;0.4992;0
0.526;0.474;0;0.0588;0.9412;0;0.5004;0.4996;0
0.5192;0.4808;0;0.0588;0.9412;0;0.4952;0.5048;0
0.5172;0.4828;0;0.0596;0.9404;0;0.4916;0.5084;0
0.5192;0.4808;0;0.0608;0.9392;0;0.498;0.502;0
0.516;0.484;0;0.0596;0.9404;0;0.5016;0.4984;0
0.5248;0.4752;0;0.0588;0.9412;0;0.498;0.502;0
0.5252;0.4748;0;0.0596;0.9404;0;0.4964;0.5036;0
0.5168;0.4832;0;0.0604;0.9396;0;0.4936;0.5064;0
0.5108;0.4892;0;0.0616;0.9384;0;0.5004;0.4996;0
0.5128;0.4872;0;0.0604;0.9396;0;0.5;0.5;0
0.508;0.492;0;0.0596;0.9404;0;0.5076;0.4924;0
0.5112;0.4888;0;0.0592;0.9408;0;0.5124;0.4876;0
0.508;0.492;0;0.0576;0.9424;0;0.5084;0.4916;0
0.5044;0.4956;0;0.0568;0.9432;0;0.5092;0.4908;0
0.5104;0.4896;0;0.0584;0.9416;0;0.5088;0.4912;0
0.5092;0.4908;0;0.0596;0.9404;0;0.5108;0.4892;0
0.5132;0.4868;0;0.0624;0.9376;0;0.5144;0.4856;0
0.518;0.482;0;0.0652;0.9348;0;0.5148;0.4852;0
0.514;0.486;0;0.0664;0.9336;0;0.5108;0.4892;0
0.518;0.482;0;0.0672;0.9328;0;0.5152;0.4848;0
0.5236;0.4764;0;0.0672;0.9328;0;0.5136;0.4864;0
0.522;0.478;0;0.0696;0.9304;0;0.5176;0.4824;0
0.5228;0.4772;0;0.0736;0.9264;0;0.5232;0.4768;0
0.5228;0.4772;0;0.0716;0.9284;0;0.528;0.472;0
0.528;0.472;0;0.0708;0.9292;0;0.532;0.468;0
0.5288;0.4712;0;0.0688;0.9312;0;0.5324;0.4676;0
0.5332;0.4668;0;0.068;0.932;0;0.534;0.466;0
0.5316;0.4684;0;0.068;0.932;0;0.5352;0.4648;0
0.5284;0.4716;0;0.066;0.934;0;0.5412;0.4588;0
0.5328;0.4672;0;0.066;0.934;0;0.536;0.464;0
0.5328;0.4672;0;0.0644;0.9356;0;0.5312;0.4688;0
0.5344;0.4656;0;0.0636;0.9364;0;0.5244;0.4756;0
0.5312;0.4688;0;0.0624;0.9376;0;0.526;0.474;0
0.5236;0.4764;0;0.0596;0.9404;0;0.522;0.478;0
0.5216;0.4784;0;0.0604;0.9396;0;0.5192;0.4808;0
0.5292;0.4708;0;0.0612;0.9388;0;0.518;0.482;0
0.5296;0.4704;0;0.06;0.94;0;0.5128;0.4872;0
0.5356;0.4644;0;0.0604;0.9396;0;0.512;0.488;0
0.5344;0.4656;0;0.0604;0.9396;0;0.504;0.496;0
0.5368;0.4632;0;0.0604;0.9396;0;0.4976;0.5024;0
0.5388;0.4612;0;0.0576;0.9424;0;0.4944;0.5056;0
0.5376;0.4624;0;0.0572;0.9428;0;0.4992;0.5008;0
0.5312;0.4688;0;0.0576;0.9424;0;0.5012;0.4988;0
0.534;0.466;0;0.0568;0.9432;0;0.5064;0.4936;0
0.5312;0.4688;0;0.058;0.942;0;0.5056;0.4944;0
0.5292;0.4708;0;0.0572;0.9428;0;0.5056;0.4944;0
0.5308;0.4692;0;0.0572;0.9428;0;0.5088;0.4912;0
0.5256;0.4744;0;0.0596;0.9404;0;0.508;0.492;0
0.5272;0.4728;0;0.0584;0.9416;0;0.5124;0.4876;0
0.5236;0.4764;0;0.058;0.942;0;0.5136;0.4864;0
0.5224;0.4776;0;0.056;0.944;0;0.5204;0.4796;0
0.5184;0.4816;0;0.0564;0.9436;0;0.5168;0.4832;0
0.522;0.478;0;0.0592;0.9408;0;0.514;0.486;0
0.5204;0.4796;0;0.0604;0.9396;0;0.5152;0.4848;0
0.514;0.486;0;0.0588;0.9412;0;0.512;0.488;0
0.51;0.49;0;0.0604;0.9396;0;0.5148;0.4852;0
0.5172;0.4828;0;0.0604;0.9396;0;0.508;0.492;0
0.516;0.484;0;0.0616;0.9384;0;0.5088;0.4912;0
0.514;0.486;0;0.0616;0.9384;0;0.5104;0.4896;0
0.5144;0.4856;0;0.0604;0.9396;0;0.5028;0.4972;0
0.5152;0.4848;0;0.0588;0.9412;0;0.5016;0.4984;0
0.5152;0.4848;0;0.0588;0.9412;0;0.5052;0.4948;0
0.5164;0.4836;0;0.0584;0.9416;0;0.5004;0.4996;0
0.5196;0.4804;0;0.0576;0.9424;0;0.5004;0.4996;0
0.5192;0.4808;0;0.0592;0.9408;0;0.4968;0.5032;0
0.5124;0.4876;0;0.0604;0.9396;0;0.4928;0.5072;0
0.5088;0.4912;0;0.06;0.94;0;0.4884;0.5116;0
0.506;0.494;0;0.0612;0.9388;0;0.4844;0.5156;0
0.5008;0.4992;0;0.062;0.938;0;0.484;0.516;0
0.5016;0.4984;0;0.0644;0.9356;0;0.4812;0.5188;0
0.5028;0.4972;0;0.0656;0.9344;0;0.4872;0.5128;0
0.4996;0.5004;0;0.0648;0.9352;0;0.4936;0.5064;0
0.4992;0.5008;0;0.066;0.934;0;0.4956;0.5044;0
0.4968;0.5032;0;0.0652;0.9348;0;0.5044;0.4956;0
0.498;0.502;0;0.068;0.932;0;0.5076;0.4924;0
0.4972;0.5028;0;0.0692;0.9308;0;0.506;0.494;0
0.5;0.5;0;0.0692;0.9308;0;0.504;0.496;0
0.4932;0.5068;0;0.0716;0.9284;0;0.504;0.496;0
0.4952;0.5048;0;0.0716;0.9284;0;0.504;0.496;0
0.4956;0.5044;0;0.0736;0.9264;0;0.506;0.494;0
0.4944;0.5056;0;0.0704;0.9296;0;0.5004;0.4996;0
0.4952;0.5048;0;0.0704;0.9296;0;0.5084;0.4916;0
0.4992;0.5008;0;0.0664;0.9336;0;0.5136;0.4864;0
0.5008;0.4992;0;0.0648;0.9352;0;0.5092;0.4908;0
0.5024;0.4976;0;0.064;0.936;0;0.5052;0.4948;0
0.5;0.5;0;0.0644;0.9356;0;0.5032;0.4968;0
0.5;0.5;0;0.064;0.936;0;0.496;0.504;0
0.498;0.502;0;0.0624;0.9376;0;0.5008;0.4992;0
0.4948;0.5052;0;0.0628;0.9372;0;0.4912;0.5088;0
0.494;0.506;0;0.0632;0.9368;0;0.4876;0.5124;0
0.4948;0.5052;0;0.0612;0.9388;0;0.4944;0.5056;0
0.4924;0.5076;0;0.0604;0.9396;0;0.4908;0.5092;0
0.4968;0.5032;0;0.0608;0.9392;0;0.4916;0.5084;0
0.4924;0.5076;0;0.0588;0.9412;0;0.4996;0.5004;0
0.4936;0.5064;0;0.0604;0.9396;0;0.4984;0.5016;0
0.4912;0.5088;0;0.0636;0.9364;0;0.4944;0.5056;0
0.4984;0.5016;0;0.0664;0.9336;0;0.488;0.512;0
0.5028;0.4972;0;0.0652;0.9348;0;0.4856;0.5144;0
0.5064;0.4936;0;0.0668;0.9332;0;0.4792;0.5208;0
0.5088;0.4912;0;0.066;0.934;0;0.4772;0.5228;0
0.5084;0.4916;0;0.0664;0.9336;0;0.478;0.522;0
0.506;0.494;0;0.0664;0.9336;0;0.474;0.526;0
0.5112;0.4888;0;0.0656;0.9344;0;0.4784;0.5216;0
0.508;0.492;0;0.0672;0.9328;0;0.4824;0.5176;0
0.5116;0.4884;0;0.0672;0.9328;0;0.4808;0.5192;0
0.5124;0.4876;0;0.0672;0.9328;0;0.4852;0.5148;0
0.5124;0.4876;0;0.0692;0.9308;0;0.494;0.506;0
0.5148;0.4852;0;0.0696;0.9304;0;0.4944;0.5056;0
0.5148;0.4852;0;0.0688;0.9312;0;0.4904;0.5096;0
0.52;0.48;0;0.0672;0.9328;0;0.4972;0.5028;0
0.5156;0.4844;0;0.0628;0.9372;0;0.4944;0.5056;0
0.514;0.486;0;0.0628;0.9372;0;0.4948;0.5052;0
0.5152;0.4848;0;0.0656;0.9344;0;0.5036;0.4964;0
0.5124;0.4876;0;0.0672;0.9328;0;0.51;0.49;0
0.5172;0.4828;0;0.0696;0.9304;0;0.5136;0.4864;0
0.5172;0.4828;0;0.07;0.93;0;0.5128;0.4872;0
0.5144;0.4856;0;0.068;0.932;0;0.516;0.484;0
0.5156;0.4844;0;0.066;0.934;0;0.5172;0.4828;0
0.5164;0.4836;0;0.0636;0.9364;0;0.5096;0.4904;0
0.522;0.478;0;0.0636;0.9364;0;0.514;0.486;0
0.5192;0.4808;0;0.0616;0.9384;0;0.5196;0.4804;0
0.5128;0.4872;0;0.0636;0.9364;0;0.522;0.478;0
0.506;0.494;0;0.0644;0.9356;0;0.514;0.486;0
0.506;0.494;0;0.0632;0.9368;0;0.5148;0.4852;0
0.504;0.496;0;0.0648;0.9352;0;0.512;0.488;0
0.5028;0.4972;0;0.0628;0.9372;0;0.5116;0.4884;0
0.502;0.498;0;0.0632;0.9368;0;0.5172;0.4828;0
0.5076;0.4924;0;0.0612;0.9388;0;0.5184;0.4816;0
0.5124;0.4876;0;0.0604;0.9396;0;0.5196;0.4804;0
0.514;0.486;0;0.06;0.94;0;0.5148;0.4852;0
0.5128;0.4872;0;0.0584;0.9416;0;0.5132;0.4868;0
0.5184;0.4816;0;0.0552;0.9448;0;0.5144;0.4856;0
0.522;0.478;0;0.0568;0.9432;0;0.5128;0.4872;0
0.5252;0.4748;0;0.056;0.944;0;0.5096;0.4904;0
0.52;0.48;0;0.0564;0.9436;0;0.5052;0.4948;0
0.5256;0.4744;0;0.0544;0.9456;0;0.4976;0.5024;0
0.5276;0.4724;0;0.0548;0.9452;0;0.4948;0.5052;0
0.522;0.478;0;0.0552;0.9448;0;0.494;0.506;0
0.518;0.482;0;0.0548;0.9452;0;0.4976;0.5024;0
0.5184;0.4816;0;0.0596;0.9404;0;0.5068;0.4932;0
0.5184;0.4816;0;0.062;0.938;0;0.5096;0.4904;0
0.5124;0.4876;0;0.0648;0.9352;0;0.5064;0.4936;0
0.5072;0.4928;0;0.0652;0.9348;0;0.5056;0.4944;0
0.508;0.492;0;0.0636;0.9364;0;0.5044;0.4956;0
0.5104;0.4896;0;0.0676;0.9324;0;0.5;0.5;0
0.5052;0.4948;0;0.0684;0.9316;0;0.5016;0.4984;0
0.5056;0.4944;0;0.0692;0.9308;0;0.5016;0.4984;0
0.5016;0.4984;0;0.0692;0.9308;0;0.51;0.49;0
0.5056;0.4944;0;0.0708;0.9292;0;0.5072;0.4928;0
0.4984;0.5016;0;0.0712;0.9288;0;0.5096;0.4904;0
0.4908;0.5092;0;0.072;0.928;0;0.5096;0.4904;0
0.4916;0.5084;0;0.0732;0.9268;0;0.5096;0.4904;0
0.4896;0.5104;0;0.0748;0.9252;0;0.5084;0.4916;0
0.488;0.512;0;0.074;0.926;0;0.508;0.492;0
0.4944;0.5056;0;0.072;0.928;0;0.502;0.498;0
0.4936;0.5064;0;0.072;0.928;0;0.5036;0.4964;0
0.5;0.5;0;0.0712;0.9288;0;0.5052;0.4948;0
0.5052;0.4948;0;0.0712;0.9288;0;0.498;0.502;0
0.5;0.5;0;0.0684;0.9316;0;0.4912;0.5088;0
0.5052;0.4948;0;0.0676;0.9324;0;0.4908;0.5092;0
0.502;0.498;0;0.0672;0.9328;0;0.4904;0.5096;0
0.4976;0.5024;0;0.0676;0.9324;0;0.4872;0.5128;0
0.4972;0.5028;0;0.0668;0.9332;0;0.4876;0.5124;0
0.498;0.502;0;0.0672;0.9328;0;0.4892;0.5108;0
0.4964;0.5036;0;0.066;0.934;0;0.4872;0.5128;0
0.49;0.51;0;0.0672;0.9328;0;0.484;0.516;0
0.4872;0.5128;0;0.0672;0.9328;0;0.4856;0.5144;0
0.4824;0.5176;0;0.0672;0.9328;0;0.4904;0.5096;0
0.4764;0.5236;0;0.068;0.932;0;0.488;0.512;0
0.4732;0.5268;0;0.0668;0.9332;0;0.4836;0.5164;0
0.4744;0.5256;0;0.0672;0.9328;0;0.4896;0.5104;0
0.4788;0.5212;0;0.0668;0.9332;0;0.4956;0.5044;0
0.4868;0.5132;0;0.0668;0.9332;0;0.502;0.498;0
0.4828;0.5172;0;0.0676;0.9324;0;0.5064;0.4936;0
0.4796;0.5204;0;0.0668;0.9332;0;0.5016;0.4984;0
0.4792;0.5208;0;0.0644;0.9356;0;0.5048;0.4952;0
0.4736;0.5264;0;0.0632;0.9368;0;0.5088;0.4912;0
0.4792;0.5208;0;0.064;0.936;0;0.514;0.486;0
0.4848;0.5152;0;0.0652;0.9348;0;0.5104;0.4896;0
0.4844;0.5156;0;0.0668;0.9332;0;0.5036;0.4964;0
0.4852;0.5148;0;0.066;0.934;0;0.498;0.502;0
0.486;0.514;0;0.0668;0.9332;0;0.4968;0.5032;0
0.488;0.512;0;0.0656;0.9344;0;0.4944;0.5056;0
0.492;0.508;0;0.0656;0.9344;0;0.488;0.512;0
0.4924;0.5076;0;0.0688;0.9312;0;0.4884;0.5116;0
0.4952;0.5048;0;0.0676;0.9324;0;0.49;0.51;0
0.4964;0.5036;0;0.0664;0.9336;0;0.4932;0.5068;0
0.5016;0.4984;0;0.066;0.934;0;0.4916;0.5084;0
0.5088;0.4912;0;0.0648;0.9352;0;0.484;0.516;0
0.5108;0.4892;0;0.0632;0.9368;0;0.484;0.516;0
0.5136;0.4864;0;0.0636;0.9364;0;0.4856;0.5144;0
0.5136;0.4864;0;0.0628;0.9372;0;0.482;0.518;0
0.5148;0.4852;0;0.064;0.936;0;0.4816;0.5184;0
0.5172;0.4828;0;0.0632;0.9368;0;0.4876;0.5124;0
0.52;0.48;0;0.0652;0.9348;0;0.4864;0.5136;0
0.5224;0.4776;0;0.0676;0.9324;0;0.482;0.518;0
0.5188;0.4812;0;0.0672;0.9328;0;0.484;0.516;0
0.5136;0.4864;0;0.07;0.93;0;0.4816;0.5184;0
0.5124;0.4876;0;0.0684;0.9316;0;0.4836;0.5164;0
0.5112;0.4888;0;0.068;0.932;0;0.4896;0.5104;0
0.5132;0.4868;0;0.0664;0.9336;0;0.4868;0.5132;0
0.5076;0.4924;0;0.0668;0.9332;0;0.4888;0.5112;0
0.504;0.496;0;0.0684;0.9316;0;0.488;0.512;0
0.4968;0.5032;0;0.0692;0.9308;0;0.4856;0.5144;0
0.4928;0.5072;0;0.0696;0.9304;0;0.488;0.512;0
0.4948;0.5052;0;0.0696;0.9304;0;0.4832;0.5168;0
0.492;0.508;0;0.0704;0.9296;0;0.4836;0.5164;0
0.492;0.508;0;0.0708;0.9292;0;0.4864;0.5136;0
0.4952;0.5048;0;0.0696;0.9304;0;0.486;0.514;0
0.5008;0.4992;0;0.0704;0.9296;0;0.49;0.51;0
0.5072;0.4928;0;0.066;0.934;0;0.4868;0.5132;0
0.5128;0.4872;0;0.0652;0.9348;0;0.4832;0.5168;0
0.5092;0.4908;0;0.0656;0.9344;0;0.486;0.514;0
0.5024;0.4976;0;0.0648;0.9352;0;0.49;0.51;0
0.4968;0.5032;0;0.068;0.932;0;0.4896;0.5104;0
0.4944;0.5056;0;0.0656;0.9344;0;0.4952;0.5048;0
0.49;0.51;0;0.0656;0.9344;0;0.4924;0.5076;0
0.4892;0.5108;0;0.0636;0.9364;0;0.4976;0.5024;0
0.49;0.51;0;0.0668;0.9332;0;0.502;0.498;0
0.4856;0.5144;0;0.0676;0.9324;0;0.506;0.494;0
0.4912;0.5088;0;0.0664;0.9336;0;0.5048;0.4952;0
0.494;0.506;0;0.0648;0.9352;0;0.502;0.498;0
0.4916;0.5084;0;0.0628;0.9372;0;0.492;0.508;0
0.4956;0.5044;0;0.0664;0.9336;0;0.49;0.51;0
0.4908;0.5092;0;0.07;0.93;0;0.4876;0.5124;0
0.4856;0.5144;0;0.0748;0.9252;0;0.4868;0.5132;0
0.4848;0.5152;0;0.0744;0.9256;0;0.4908;0.5092;0
0.4856;0.5144;0;0.0768;0.9232;0;0.4904;0.5096;0
0.4844;0.5156;0;0.078;0.922;0;0.4892;0.5108;0
0.4812;0.5188;0;0.08;0.92;0;0.4944;0.5056;0
0.4872;0.5128;0;0.0788;0.9212;0;0.49;0.51;0
0.4952;0.5048;0;0.0784;0.9216;0;0.4916;0.5084;0
0.5024;0.4976;0;0.0784;0.9216;0;0.4856;0.5144;0
0.5008;0.4992;0;0.0748;0.9252;0;0.492;0.508;0
0.5052;0.4948;0;0.076;0.924;0;0.4888;0.5112;0
0.502;0.498;0;0.0768;0.9232;0;0.4916;0.5084;0
0.504;0.496;0;0.0768;0.9232;0;0.4936;0.5064;0
0.5036;0.4964;0;0.0764;0.9236;0;0.4936;0.5064;0
0.5044;0.4956;0;0.0788;0.9212;0;0.4952;0.5048;0
0.5044;0.4956;0;0.0816;0.9184;0;0.4924;0.5076;0
0.51;0.49;0;0.0816;0.9184;0;0.4868;0.5132;0
0.5132;0.4868;0;0.0808;0.9192;0;0.49;0.51;0
0.518;0.482;0;0.0816;0.9184;0;0.4856;0.5144;0
0.5148;0.4852;0;0.0812;0.9188;0;0.49;0.51;0
0.5156;0.4844;0;0.0764;0.9236;0;0.4932;0.5068;0
0.5204;0.4796;0;0.0752;0.9248;0;0.4952;0.5048;0
0.5148;0.4852;0;0.0744;0.9256;0;0.5008;0.4992;0
0.5116;0.4884;0;0.0736;0.9264;0;0.5032;0.4968;0
0.5136;0.4864;0;0.0744;0.9256;0;0.5036;0.4964;0
0.5188;0.4812;0;0.0716;0.9284;0;0.5024;0.4976;0
0.5268;0.4732;0;0.0712;0.9288;0;0.4964;0.5036;0
0.5268;0.4732;0;0.0704;0.9296;0;0.4976;0.5024;0
0.5336;0.4664;0;0.0712;0.9288;0;0.4944;0.5056;0
0.5384;0.4616;0;0.0696;0.9304;0;0.4872;0.5128;0
